normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-02622	WATKINS-FORM-01681	vataiia-	vataiia-	vataiia	latin-script	attested_or_cited_form	Old Avestan	Sanskrit/Vedic	make (others) acquainted with	make (others) acquainted with	118	135	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		ethid,-feith makes an exact equation with Vedic dpi vatati 'is familiar with, aware of, cognizant of, causative dpi vataya-, Avestan apiuuataite 'id.', Old Avestan causative fra + vataiia- 'make (others) acquainted with', the meanings shown by Tichy 1980.5 The meaning is basically the pre-Thieme one of 'mentally perceive' (Grassmann) and 'understand, comprehend' (Monier-Williams), a verb of cognit	not-suspect		true	
WATKINS-NFORM-02623	WATKINS-FORM-02220	vatur asi / tvdm turya tarusyatdh	vatur asi / tvdm turya tarusyatdh	vatur asi / tvdm turya tarusyatdh	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	you are all-overcoming; do you overcome those who would overcome (you)!	you are all-overcoming; do you overcome those who would overcome (you)!	344	361	34. Second variant: The root *terh₂-	form_plus_single_quote_gloss		. 28.6 for mss. tauruuaiiama, for metrical reasons), as well as Rigvedic turdyati 'rushes' and Old Persian vi-taraya- 'cross'. We have *trh2-io- in the imperative in RV 8.99.5 vis'vatur asi / tvdm turya tarusyatdh 'you are all-overcoming; do you overcome those who would overcome (you)!' Hittite tariya- 'tire' might belong here as well. Vedic shows further tdrati (active frequent but rare in the mi	not-suspect		true	
WATKINS-NFORM-02624	WATKINS-FORM-02320	vaz m zastaiia draz mno	vaz m zastaiia draz mno	vaz m zastaiia draz mno	latin-script	attested_or_cited_form	Avestan	Sanskrit/Vedic	holding his mace in his hand	holding his mace in his hand	411	428	42. The name of Meleager	form_plus_single_quote_gloss		'holding in his hands the club... unbroken' compare Vedic vajrahasta- 'having the bolt in his hand', 17x of Indra; for Avestan, Yt. 10.96 vaz m zastaiia draz mno 'holding his mace in his hand'. With 'all brazen' compare RV 1.80.12 vajra ayasdh 'cudgel of bronze', as well as 10.96.3-4 cited above, and Yt. 10.96 zarois aiianho frahixtam 'cas	not-suspect		true	
WATKINS-NFORM-02625	WATKINS-FORM-01787	Vedic ahann ahim	Vedic ahann ahim	vedic ahann ahim	latin-script	attested_or_cited_form	Old Irish	Sanskrit/Vedic	he slew the serpent	he slew the serpent	152	169	12. The comparison of formulaic sequences	form_plus_single_quote_gloss		les, the carriers of themes; they are collectively the verbal expression of the traditional culture of the Indo-Europeans themselves. The formula can be something big like a myth (Vedic ahann ahim 'he slew the serpent'], or transposed to a charm (Old Irish gono mil 'I slay the beast'); a component of a myth (Olr. teora ferba fira 'three milk cows'); a value (Olr. milsem cotalta coiblige 'copulatio	not-suspect		true	
WATKINS-NFORM-02626	WATKINS-FORM-01802	Vedic apam napatand Avestan apgm napa	Vedic apam napatand Avestan apgm napa	vedic apam napatand avestan apgm napa	latin-script	attested_or_cited_form	Old Norse	Sanskrit/Vedic	descendent of the waters	descendent of the waters	153	170	12. The comparison of formulaic sequences	form_plus_single_quote_gloss		genre of the kenning (akin to but distinct from riddles) is however likely to be inherited, and given instances are quite possibly genetically related: this is I think certain for Vedic apam napatand Avestan apgm napa 'descendent of the waters', and probable for Old Norse scevar nior 'descendent of the sea (fire)' as well (Mayrhofer 1956-80:2.132 with references). But the opposite is arguable, and	not-suspect		true	
WATKINS-NFORM-02627	WATKINS-FORM-02423	Vedic brahman-	Vedic brahman-	vedic brahman	latin-script	attested_or_cited_form	Slavic	Sanskrit/Vedic	formulation	formulation	427	444	43. The Germanic world	form_plus_single_quote_gloss		lden apples of the Hesperides (guarded by a dragon), or the golden apples conferring eternal youth and immortality which belong to Idunn, wife of Bragi, the Norse god of poetry (: Vedic brahman- 'formulation', perhaps Iranian brazman-). For Slavic and Baltic compare the references cited by the Georgian and Russian scholars in their work. I suggest, however, that a much simpler and humbler h	not-suspect		true	
WATKINS-NFORM-02628	WATKINS-FORM-02200	Vedic coordinated imperative and relative clause	Vedic coordinated imperative and relative clause	vedic coordinated imperative and relative clause	latin-script	attested_or_cited_form	Luvian	Sanskrit/Vedic	split apart him who assails us	split apart him who assails us	340	357	33. ‘Like a reed’: The Indo-European background of a Luvian ritual	form_plus_single_quote_gloss		the rhyming chindhi and bhindhi of the AV passage (1 and 5) together with the participles vibhindati, vibhindan explicate the root *bheid- in the RV nadam na bhinnam. Finally the Vedic coordinated imperative and relative clause 'split apart him who assails us' exactly parallels the Luvian 'whosoever does evil to the celebrant, may the gods crush him...' The rhyme chindhi: bhindhi is an index of s	not-suspect		true	
WATKINS-NFORM-02629	WATKINS-FORM-02535	Vedic demon Rudhikra, and the Avestan	Vedic demon Rudhikra, and the Avestan	vedic demon rudhikra and the avestan	latin-script	attested_or_cited_form	Germanic	Sanskrit/Vedic	red serpent	red serpent	465	482	48. Azi dakaka, Visvarupa, and Geryon	form_plus_single_quote_gloss		is probably a derivative of 'red' or so understood, like Loch Rudraige in Ireland, scene of another drakontomakhia (chap. 45). Such associations arc fairly frequent, cf. the Vedic demon Rudhikra, and the Avestan 'red serpent' azi raoSita, and probably not very significant. Cf. also chapters 56 and 57, for A. Kuhn, the Vedic worms, and the Germanic red: dead rhymes. <!-- pdf-page: 483; print	not-suspect		true	
WATKINS-NFORM-02630	WATKINS-FORM-02611	Vedic dvipad catuspad, Umbrian dupursus peturpursus	Vedic dvipad catuspad, Umbrian dupursus peturpursus	vedic dvipad catuspad umbrian dupursus peturpursus	latin-script	attested_or_cited_form	Umbrian	Sanskrit/Vedic	two-footed, four-footed	two-footed, four-footed	520	537	56. From dragon to worm	form_plus_single_quote_gloss		ox, and sheep are only tokens of the latter. The same opposition underlies the inherited formulaic pairs Avestanpasu vira, Umbrian ueiropequo 'man (and) beast', and the metonymic Vedic dvipad catuspad, Umbrian dupursus peturpursus 'two-footed, four-footed' discussed in chap. 12. The two formulas appear in the same hymn to Rudra, 1.114.1c, l0a: yatha sam asad dvipade catuspade are te goghnam uta	not-suspect		true	
WATKINS-NFORM-02631	WATKINS-FORM-02523	Vedic dydti, Hittite tiyammu tiya	Vedic dydti, Hittite tiyammu tiya	vedic dydti hittite tiyammu tiya	latin-script	attested_or_cited_form	Old English	Sanskrit/Vedic	bind me, bind	bind me, bind	459	476	46. Typhoeus and the Illuyankas	form_plus_single_quote_gloss		opean verb phrase *BIND /BOUNDwith +Old English (Genesis 764-65) teg / simon gesoeled '(Satan) lay bou Old Icelandic sim-bundinn. Various roots may supply the verb, like *dehr (, Vedic dydti, Hittite tiyammu tiya 'bind me, bind', liyamar 'rope'), *bhendh-, etc. We find a diachronic etymological figure in the Old English example above, a synchronic one in RV 7.84.2	not-suspect		true	
WATKINS-NFORM-02632	WATKINS-FORM-02043	Vedic gho-rd-	Vedic gho-rd-	vedic gho-rd	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	fearsome	fearsome	246	263	22. ‘Truth of truth’, ‘most kavi of kavis’, ‘throng-lord of throngs’: An Indo-Iranian stylistic figure	form_plus_single_quote_gloss		1965 and 1974. 14. Lejeune 1974:47, 169, no. 137 (Este III, 5th cent. B.C.). I prefer to see in the second member the cognate of Latin fauere, OCS goveti 'revere, show reverence', Vedic gho-rd- 'fearsome' (Calandsystem), Pokorny 453 ghou-, rather than Pokorny 513 ghau- 'invoke, call', with Lejeune ('qui interpelle 1'etranger'). 15. The prominence of the theme of commensality in the hospitality rel	not-suspect		true	
WATKINS-NFORM-02633	WATKINS-FORM-01662	Vedic giro dha-, Avestan garo da-	Vedic giro dha-, Avestan garo da-	vedic giro dha- avestan garo da	latin-script	attested_or_cited_form	Armenian	Sanskrit/Vedic	make praises	make praises	117	134	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		"Welsh bardd 'poet'), functionally and etymologically 'eulogist, praise-maker', from a Celtic compound * bar-do- from IE *g""r h2-dhh1,-o- related to the Indo-Iranian verb phrase in Vedic giro dha-, Avestan garo da- 'make praises' (Campanile 1980). Armenian kardam 'I raise my voice, call, recite out loud' appears to be built on a similar form. 'Poetry, poetic art' was variously termed. We ha"	not-suspect		true	
WATKINS-NFORM-02634	WATKINS-FORM-01951	Vedic has replaced the word for	Vedic has replaced the word for	vedic has replaced the word for	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	man	man	212	229	17. Some Indo-European prayers: Cato's lustration of the fields	form_plus_single_quote_gloss		protector, o good ones, who the keeper? Rhetorically the Vedic double agent noun parallels the Avestan double object; we may have an Indo-Iranian topos of the language of prayer. Vedic has replaced the word for 'man' by the alliterative purusa-. In one example, 'protect' is expressed negatively, 'not harm': AV 3.28.5,6 s no ma himssi t piirusan pasums ca (refrain) Let her	not-suspect		true	
WATKINS-NFORM-02635	WATKINS-FORM-01369	Vedic raj-	Vedic raj-	vedic raj	latin-script	attested_or_cited_form	Old Avestan	Sanskrit/Vedic	stretch out straight	stretch out straight	8	25	1. The comparative method in linguistics and poetics	form_plus_single_quote_gloss		st (Latin rex, Irish ri) and extreme east (Vedic raj-, Avestan barazi-raz- 'ruling on high').3 The noun clearly belongs with Greek 'stretch out', Latin rego 'rule', Vedic raj- 'stretch out straight', and a whole set of forms built on the metaphor 'straight, right' and 'rule, ruler, regulate'. The Old Avestan derivative razar is dative plural e'sib, down to the very case ending. We	not-suspect		true	
WATKINS-NFORM-02636	WATKINS-FORM-01366	Vedic raj-, Avestan barazi-raz-	Vedic raj-, Avestan barazi-raz-	vedic raj- avestan barazi-raz	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	ruling on high	ruling on high	8	25	1. The comparative method in linguistics and poetics	form_plus_single_quote_gloss		ds for 'king' make reference to other semantic aspects of royalty and kingship. The old root noun *h3reg- is found only in the extreme west (Latin rex, Irish ri) and extreme east (Vedic raj-, Avestan barazi-raz- 'ruling on high').3 The noun clearly belongs with Greek 'stretch out', Latin rego 'rule', Vedic raj- 'stretch out straight', and a whole set of forms built on the metaphor '	not-suspect		true	
WATKINS-NFORM-02637	WATKINS-FORM-01615	. Vedic samsa-	Vedic samsa-	vedic samsa	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	praise	praise	90	107	6. The poet's truth: The power, particularity, and perseveration of the word	form_plus_single_quote_gloss		t), a frequent epithet of Agni and one of the key words in fixed order (always number 2) prescribed in the apri-hymns, the litany of the old animal sacrifice; see on these chap. 21. Vedic samsa- 'praise' is a nominal form of the verb sams- 'praise, declare, aver, solemnly state', IE *kens-. The phrase naram samsa, narasamsa too is at least of Common Indo-Iranian date. It corresponds exactly	not-suspect		true	
WATKINS-NFORM-02638	WATKINS-FORM-01607	Vedic satya	Vedic satya	vedic satya	latin-script	attested_or_cited_form	Hittite	Sanskrit/Vedic	true	true	88	105	6. The poet's truth: The power, particularity, and perseveration of the word	form_plus_single_quote_gloss		poetpriest, Greek (Hesychius) or a priest of the mysteries of Samothrace, and Lydian kaves, a kind of priest: they suggest a preform *(s)kouhx-e(i)- (B. Fortson).4 Vedic satya 'true' and Avestan haiviia- are formally derivatives of the participle of the verb 'to be': *h1s-nt-io-. The meaning is thus 'real, existing'. For the same participle in the confessional formula of Hittite an	not-suspect		true	
WATKINS-NFORM-02639	WATKINS-FORM-01510	Vedic sdtnah sutdh Avestan haomo huto	Vedic sdtnah sutdh Avestan haomo huto	vedic sdtnah sutdh avestan haomo huto	latin-script	attested_or_cited_form	Avestan	Sanskrit/Vedic	pressed soma	pressed soma	55	72	4. Poetics as repertory: The poetic traditions of the Indo-European world—Sources and texts	form_plus_single_quote_gloss		r hallucinogenic plant of uncertain and controversial nature, which was pressed for its juice and ingested for ritual purposes since Common Indo-Iranian times. Compare the formula Vedic sdtnah sutdh Avestan haomo huto 'pressed soma'. The collection of soma hymns was doubtless excerpted from other books at some time. Books 1 and especially 10 belong to the youngest layer of the Rigveda. While absol	not-suspect		true	
WATKINS-NFORM-02640	WATKINS-FORM-01877	. Vedic shows the hapaxdsupdtva	Vedic shows the hapaxdsupdtva	vedic shows the hapaxdsupdtva	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	swift-flying	swift-flying	171	188	14. A late Indo-European traditional epithet	form_plus_single_quote_gloss		Hesiod), as well as; ' swift- winged' of the latter and 'swift-footed' of the former. The hawk is also in Homer 'swiftest of flying creatures'. Vedic shows the hapaxdsupdtva 'swift-flying' as epithet of syendh 'eagle' in the same hymn complex (RV 4.26.4-27.5, to the eagle who robbed the soma) which shows rjlpi syendh (26.6), ijipyd.. syendh (27. 4a),	not-suspect		true	
WATKINS-NFORM-02641	WATKINS-FORM-01389	Vedic vacamsi a s a... taksam	Vedic vacamsi a s a... taksam	vedic vacamsi a s a... taksam	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	with my mouth I have crafted these words	with my mouth I have crafted these words	14	31	2. Sketch for a history of Indo-European poetics	form_plus_single_quote_gloss		in an article significantly entitled 'A grammatical metaphor in Indo-European'. He compared the Avestan compound vacas-tasti- 'hymn, strophe', literally 'utterance-crafting', with Vedic vacamsi a s a... taksam 'with my mouth I have crafted these words' and the Pindaric phrase... (Pyth. 3.113) 'crafters of words'. Methodologically, note that while the collocation has been claimed to be the	not-suspect		true	
