label	line	pdf_page	source_page	context
Proto-Germanic	6091	pdf-295	279	2. Celtic and Germanic do share a word for ‘iron’, reconstructable as *īsarnom; it was probably borrowed from Celtic into Proto-Germanic (Cowgill 1986: 68, fn. 10). But Latin ferrum, Greek σίδηρος /sídɛ:ros/, etc. have nothing to do with the Celtic word or with each other; Sanskrit áyas, Avestan aii
Latin	6091	pdf-295	279	2. Celtic and Germanic do share a word for ‘iron’, reconstructable as *īsarnom; it was probably borrowed from Celtic into Proto-Germanic (Cowgill 1986: 68, fn. 10). But Latin ferrum, Greek σίδηρος /sídɛ:ros/, etc. have nothing to do with the Celtic word or with each other; Sanskrit áyas, Avestan aii
Sanskrit	6091	pdf-295	279	2. Celtic and Germanic do share a word for ‘iron’, reconstructable as *īsarnom; it was probably borrowed from Celtic into Proto-Germanic (Cowgill 1986: 68, fn. 10). But Latin ferrum, Greek σίδηρος /sídɛ:ros/, etc. have nothing to do with the Celtic word or with each other; Sanskrit áyas, Avestan aii
Avestan	6091	pdf-295	279	2. Celtic and Germanic do share a word for ‘iron’, reconstructable as *īsarnom; it was probably borrowed from Celtic into Proto-Germanic (Cowgill 1986: 68, fn. 10). But Latin ferrum, Greek σίδηρος /sídɛ:ros/, etc. have nothing to do with the Celtic word or with each other; Sanskrit áyas, Avestan aii
German	6097	pdf-296	280	4. In one way our illustration of lexical loss is actually too optimistic: it reckons as cognates all pairs whose cognation can be established with all the information at our disposal, instead of only those that could be discovered by an inspection of these wordlists. For instance, it is not likely 
French	6097	pdf-296	280	4. In one way our illustration of lexical loss is actually too optimistic: it reckons as cognates all pairs whose cognation can be established with all the information at our disposal, instead of only those that could be discovered by an inspection of these wordlists. For instance, it is not likely 
Latin	6099	pdf-296	280	5. Readers who want to check the etymologies of the pairs of English and Spanish words adduced can do the following. Etymologies of the English words can be found in the Oxford English Dictionary (widely available online). Etymologies of the Spanish words can be found through Meyer-Lübke 1935 if the
Latin	6099	pdf-296	280	5. Readers who want to check the etymologies of the pairs of English and Spanish words adduced can do the following. Etymologies of the English words can be found in the Oxford English Dictionary (widely available online). Etymologies of the Spanish words can be found through Meyer-Lübke 1935 if the
Latin	6099	pdf-296	280	5. Readers who want to check the etymologies of the pairs of English and Spanish words adduced can do the following. Etymologies of the English words can be found in the Oxford English Dictionary (widely available online). Etymologies of the Spanish words can be found through Meyer-Lübke 1935 if the
Latin	6099	pdf-296	280	5. Readers who want to check the etymologies of the pairs of English and Spanish words adduced can do the following. Etymologies of the English words can be found in the Oxford English Dictionary (widely available online). Etymologies of the Spanish words can be found through Meyer-Lübke 1935 if the
Menomini	6105	pdf-296	280	7. Oddly enough Menomini and Cree, the only Algonkian languages in the WALS database for this feature, are characterized as “equal prefixing and suffixing”; that seems to us somewhat inaccurate, unless initial change is considered a prefix and the incidence of the prefixes in running text is taken i
Cree	6105	pdf-296	280	7. Oddly enough Menomini and Cree, the only Algonkian languages in the WALS database for this feature, are characterized as “equal prefixing and suffixing”; that seems to us somewhat inaccurate, unless initial change is considered a prefix and the incidence of the prefixes in running text is taken i
Latin	6117	pdf-297	281	The pronunciation of any language of the past can be recovered only approximately; the task of the philologist is to make the approximations as close as possible. For instance, if we are trying to reconstruct the pronunciation of Classical Latin, we should be satisfied if the result is something Cic
Latin	6117	pdf-297	281	The pronunciation of any language of the past can be recovered only approximately; the task of the philologist is to make the approximations as close as possible. For instance, if we are trying to reconstruct the pronunciation of Classical Latin, we should be satisfied if the result is something Cic
Latin	6119	pdf-297	281	Here is a concrete example. We know from the testimony of ancient grammarians and from verse (see below) that Classical Latin had two vowels written with the letter ⟨a⟩, conventionally marked a (or ă) and ā; we also know that the second of those vowels took longer to say than the first, but there is
Latin	6125	pdf-297	281	have such a diphthong but wrote it ⟨ei⟩. In other words, we can approximate the pronunciation of the Classical Latin a-vowels very closely, though a small degree of uncertainty remains (especially point (b) above).
Latin	6130	pdf-297	281	(a)       the Latin a-vowels were low vowels;
Latin	6135	pdf-297	281	(f)       they certainly did not resemble [eɪ] (as in English take); Latin did
Latin	6150	pdf-298	282	The use of phonetics is illustrated by the discussion of Latin a-vowels above; and in fact the height, frontness, rounding, length, and nasalization of Latin vowels can all be recovered within reasonably precise limits.
Latin	6150	pdf-298	282	The use of phonetics is illustrated by the discussion of Latin a-vowels above; and in fact the height, frontness, rounding, length, and nasalization of Latin vowels can all be recovered within reasonably precise limits.
Latin	6160	pdf-299	283	But some patterns are so pervasive that they can be used without hesitation. For example, the ancient grammarians tell us that Latin ⟨b⟩was pronounced like ⟨p⟩when followed immediately by ⟨s⟩or ⟨t⟩, and some Latin inscriptions corroborate that by actually writing ⟨ps⟩, ⟨pt⟩for usual ⟨bs⟩, ⟨bt⟩(and, 
Latin	6160	pdf-299	283	But some patterns are so pervasive that they can be used without hesitation. For example, the ancient grammarians tell us that Latin ⟨b⟩was pronounced like ⟨p⟩when followed immediately by ⟨s⟩or ⟨t⟩, and some Latin inscriptions corroborate that by actually writing ⟨ps⟩, ⟨pt⟩for usual ⟨bs⟩, ⟨bt⟩(and, 
Latin	6160	pdf-299	283	But some patterns are so pervasive that they can be used without hesitation. For example, the ancient grammarians tell us that Latin ⟨b⟩was pronounced like ⟨p⟩when followed immediately by ⟨s⟩or ⟨t⟩, and some Latin inscriptions corroborate that by actually writing ⟨ps⟩, ⟨pt⟩for usual ⟨bs⟩, ⟨bt⟩(and, 
Sanskrit	6164	pdf-299	283	The most important of these statements are the systematic treatises of ancient and medieval grammarians. These include, for example, the treatises on the pronunciation of Sanskrit produced in ancient India, the books of the ancient Greek and Roman grammarians (which together fill several sizeable vo
Latin	6166	pdf-299	283	The quality of these native-speaker observations varies enormously. The grammatical tradition of ancient India that culminated with Pānin.i’s work two and a half millennia ago was fully scientific and spectacularly precise – so good that Western phonetics, and linguistics generally, did not catch up
Latin	6166	pdf-299	283	The quality of these native-speaker observations varies enormously. The grammatical tradition of ancient India that culminated with Pānin.i’s work two and a half millennia ago was fully scientific and spectacularly precise – so good that Western phonetics, and linguistics generally, did not catch up
Latin	6170	pdf-300	284	all of it must be interpreted in the scientific terms of phonetics and phonology (see sections 1 and 2 above). Sometimes a grammarian’s unsuccessful attempt to analyze a phenomenon is elucidated by other evidence. For instance, the statement of Quintilian that Latin final ⟨m⟩, “even though it is wri
Latin	6170	pdf-300	284	all of it must be interpreted in the scientific terms of phonetics and phonology (see sections 1 and 2 above). Sometimes a grammarian’s unsuccessful attempt to analyze a phenomenon is elucidated by other evidence. For instance, the statement of Quintilian that Latin final ⟨m⟩, “even though it is wri
Latin	6178	pdf-300	284	The structure of ancient and medieval verse – partly described by native theorists and partly recoverable by internal analysis of the poetry – provides a great deal of information about the pronunciation of some languages of the past. For example, much of our information about long and short vowels 
Latin	6178	pdf-300	284	The structure of ancient and medieval verse – partly described by native theorists and partly recoverable by internal analysis of the poetry – provides a great deal of information about the pronunciation of some languages of the past. For example, much of our information about long and short vowels 
Latin	6178	pdf-300	284	The structure of ancient and medieval verse – partly described by native theorists and partly recoverable by internal analysis of the poetry – provides a great deal of information about the pronunciation of some languages of the past. For example, much of our information about long and short vowels 
Latin	6190	pdf-301	285	Caution is necessary, however, because in some traditions (though not in all) “imperfect” rhymes are acceptable. For instance, at the beginning of Book V of Troilus and Criseyde Chaucer rhymes both green and clean with queen (which was variably pronounced, like seen – see above), thus bringing green
Latin	6204	pdf-302	286	[u] are similar to the nonsyllabics [j] and [w] in every respect except syllabicity, we can infer that [j] and [w] were the pronunciations of consonantal ⟨I⟩and ⟨V⟩respectively in Latin at the time the alphabet was acquired. Other pieces of evidence point in the same direction; for example, the stor
Latin	6204	pdf-302	286	[u] are similar to the nonsyllabics [j] and [w] in every respect except syllabicity, we can infer that [j] and [w] were the pronunciations of consonantal ⟨I⟩and ⟨V⟩respectively in Latin at the time the alphabet was acquired. Other pieces of evidence point in the same direction; for example, the stor
German	6240	pdf-303	287	For example, it is clear that the more southerly of the early Germanic dialects borrowed the Latin word vīnum ‘wine’ together with the trade article, and it is clear that that occurred well within the imperial period (at the latest), because the word already appears in mid-fourth-century Gothic; and
Latin	6240	pdf-303	287	For example, it is clear that the more southerly of the early Germanic dialects borrowed the Latin word vīnum ‘wine’ together with the trade article, and it is clear that that occurred well within the imperial period (at the latest), because the word already appears in mid-fourth-century Gothic; and
Gothic	6240	pdf-303	287	For example, it is clear that the more southerly of the early Germanic dialects borrowed the Latin word vīnum ‘wine’ together with the trade article, and it is clear that that occurred well within the imperial period (at the latest), because the word already appears in mid-fourth-century Gothic; and
German	6240	pdf-303	287	For example, it is clear that the more southerly of the early Germanic dialects borrowed the Latin word vīnum ‘wine’ together with the trade article, and it is clear that that occurred well within the imperial period (at the latest), because the word already appears in mid-fourth-century Gothic; and
Latin	6240	pdf-303	287	For example, it is clear that the more southerly of the early Germanic dialects borrowed the Latin word vīnum ‘wine’ together with the trade article, and it is clear that that occurred well within the imperial period (at the latest), because the word already appears in mid-fourth-century Gothic; and
