collation_priority	entry_id	pdf_page_start	entry_heading	fields_to_check	reason	ninth_pass_status	ninth_pass_action	corrected_heading	rendered_page_available	tenth_pass_status	tenth_pass_action	eleventh_pass_status	eleventh_pass_action
3-low	404	169	cOr	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	402	169	cupa	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	406	170	curculis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	418	176	debeo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	422	178	decrepitus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	432	185	-dinus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	435	186	disco, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	438	188	divide, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	443	190	dOlium	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	442	190	doleō	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	451	194	dorsum	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	455	196	duim	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	456	196	dulcis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	457	196	dumus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	458	197	duo, duae, duo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	462	199	ebulus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	467	201	IL eikvasatis [abl.pl.], eikvasese [abl.pl. + postpos. -en]	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	469	203	en	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	473	204	enubro	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	485	210	expretus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	497	216	farcio, -ire	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	501	217	fascinum/s	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
